,company_permalink,company_name,company_category_list,company_market,company_country_code,company_state_code,company_region,company_city,acquirer_permalink,acquirer_name,acquirer_category_list,acquirer_market,acquirer_country_code,acquirer_state_code,acquirer_region,acquirer_city,acquired_at,acquired_month,acquired_quarter,acquired_year,price_amount,price_currency_code
10628,/organization/solstice-neurosciences,Solstice Neurosciences,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,South San Francisco,/organization/us-worldmeds,US WorldMeds,|Health Care|,Health Care,USA,OH,Akron - Canton,Louisville,2010-08-13,2010-08,2010-Q3,2010.0,35700000,USD
10629,/organization/solta-medical,Solta Medical,|Health Care|,Health Care,USA,CA,SF Bay Area,Hayward,/organization/valeant-pharmaceuticals-international,Valeant Pharmaceuticals International,|Biotechnology|,Biotechnology,USA,CA,Anaheim,Aliso Viejo,2013-12-16,2013-12,2013-Q4,2013.0,250000000,USD
10632,/organization/solutia,Solutia,|Chemicals|,Chemicals,USA,MO,St. Louis,St Louis,/organization/eastman-chemical-company,Eastman Chemical Company,|Chemicals|,Chemicals,USA,TN,TN - Other,Kingsport,2012-07-02,2012-07,2012-Q3,2012.0,4800000000,USD
10633,/organization/solution-q,Solution Q,|Risk Management|Enterprise Software|Project Management|Software|,Software,CAN,ON,Toronto,Toronto,/organization/upland-software,Upland Software,|Enterprises|Cloud Data Services|Software|,Cloud Data Services,USA,TX,Austin,Austin,2014-11-21,2014-11,2014-Q4,2014.0,5800000,USD
10642,/organization/sometrics,Sometrics,|Virtual Currency|Advertising|Networking|Social Media|Analytics|Games|,Games,USA,CA,Los Angeles,El Segundo,/organization/americanexpress,American Express,|Finance|,Finance,USA,NY,New York City,New York,2011-09-20,2011-09,2011-Q3,2011.0,30000000,USD
10646,/organization/sonic-solutions,Sonic Solutions,|Software|,Software,USA,CA,SF Bay Area,Novato,/organization/rovi,Rovi Corporation,|Software|,Software,USA,CA,SF Bay Area,Santa Clara,2010-12-23,2010-12,2010-Q4,2010.0,720000000,USD
10647,/organization/sonicbids,Sonicbids,|Music|,Music,USA,MA,Boston,Boston,/organization/backstage,Backstage,|Curated Web|,Curated Web,USA,NY,New York City,New York,2013-01-30,2013-01,2013-Q1,2013.0,15000000,USD
10649,/organization/sonicwall,SonicWALL,|Security|,Security,USA,CA,SF Bay Area,San Jose,/organization/thoma-bravo,Thoma Bravo,|Application Performance Monitoring|Cyber Security|Software|Enterprise Software|,Cyber Security,USA,IL,Chicago,Chicago,2010-06-03,2010-06,2010-Q2,2010.0,717000000,USD
10668,/organization/soundbite-communication,SoundBite Communications,|Customer Service|Chat|Audio|Messaging|Email|Mobile|SMS|App Marketing|Public Relations|,Customer Service,USA,VA,Roanoke,Bedford,/organization/genesys,Genesys,|Customer Service|Contact Centers|Software|,Customer Service,USA,CA,SF Bay Area,Daly City,2013-07-03,2013-07,2013-Q3,2013.0,100000000,USD
10670,/organization/sourcefire,Sourcefire,|Information Technology|Software|,Information Technology,USA,MD,Baltimore,Columbia,/organization/cisco,Cisco,|Software|Hardware|Networking|Web Hosting|,Software,USA,CA,SF Bay Area,San Jose,2013-07-23,2013-07,2013-Q3,2013.0,2700000000,USD
10683,/organization/spaceclaim,SpaceClaim,|Software|,Software,USA,MA,Boston,Concord,/organization/ansys,ANSYS,|Software|,Software,USA,PA,Pittsburgh,Canonsburg,2014-05-01,2014-05,2014-Q2,2014.0,85000000,USD
10684,/organization/spaceclaim,SpaceClaim,|Software|,Software,USA,MA,Boston,Concord,/organization/ansys,ANSYS,|Software|,Software,USA,PA,Pittsburgh,Canonsburg,2014-05-01,2014-05,2014-Q2,2014.0,85000000,USD
10708,/organization/speakeasy,Speakeasy,|Information Technology|VoIP|Telecommunications|,VoIP,USA,WA,Seattle,Seattle,/organization/bestbuy,Best Buy,|Shopping|Internet|Curated Web|,Curated Web,USA,MN,St. Cloud,Litchfield,2007-03-27,2007-03,2007-Q1,2007.0,97000000,USD
10712,/organization/specialty-commodities,Specialty Commodities,|Manufacturing|Brand Marketing|Specialty Foods|,Specialty Foods,USA,ND,Fargo,Fargo,/organization/archer-daniels-midland-company,Archer Daniels Midland Company,|Industrial|Hospitality|,Hospitality,USA,IL,Chicago,Chicago,2014-10-13,2014-10,2014-Q4,2014.0,170000000,USD
10725,/organization/speedera-networks,Speedera Networks,|Web Hosting|,Web Hosting,USA,CA,SF Bay Area,Santa Clara,/organization/akamai-technologies,Akamai Technologies,|SaaS|IaaS|Digital Media|Video Streaming|Data Security|Content Delivery|Cloud Computing|Business Services|Enterprise Software|,Business Services,USA,MA,Boston,Cambridge,2005-06-01,2005-06,2005-Q2,2005.0,130000000,USD
10737,/organization/spheris,Spheris,|Software|,Software,USA,TN,Nashville,Franklin,/organization/transcend-services,Transcend Services,|Software|,Software,USA,GA,Atlanta,Atlanta,2010-04-09,2010-04,2010-Q2,2010.0,78250000,USD
10755,/organization/spire-corporation,Spire Corporation,|Clean Technology|,Clean Technology,USA,MA,Boston,Bedford,/organization/masimo,Masimo,|Biotechnology|,Biotechnology,USA,CA,Anaheim,Irvine,2012-03-12,2012-03,2012-Q1,2012.0,8500000,USD
10777,/organization/sportsline,Sportsline,|Curated Web|,Curated Web,USA,FL,Ft. Lauderdale,Fort Lauderdale,/organization/viacom,Viacom,|Curated Web|,Curated Web,USA,NY,New York City,New York,2004-12-01,2004-12,2004-Q4,2004.0,64000000,USD
10794,/organization/springsource,SpringSource,|Software|,Software,USA,CA,SF Bay Area,San Mateo,/organization/vmware,VMware,|Software|,Software,USA,CA,SF Bay Area,Palo Alto,2009-08-10,2009-08,2009-Q3,2009.0,362000000,USD
10804,/organization/spss,SPSS,|Software|,Software,USA,IL,Chicago,Chicago,/organization/ibm,IBM,|Software|,Software,USA,NY,New York City,Armonk,2009-07-28,2009-07,2009-Q3,2009.0,1200000000,USD
10832,/organization/standing-cloud,Standing Cloud,|PaaS|Web Hosting|Apps|Open Source|Cloud Computing|Enterprise Software|,Enterprise Software,USA,CO,Denver,Boulder,/organization/appdirect,AppDirect,|Apps|PaaS|IaaS|SaaS|Enterprise Software|,PaaS,USA,CA,SF Bay Area,San Francisco,2013-09-10,2013-09,2013-Q3,2013.0,9000000,USD
10843,/organization/starcite,"StarCite, Part of Active Network",|Curated Web|,Curated Web,USA,PA,Philadelphia,Philadelphia,/organization/activenetwork,ACTIVE Network,|Software|,Software,USA,TX,Dallas,Dallas,2010-12-30,2010-12,2010-Q4,2010.0,51000000,USD
10844,/organization/starent-networks,Starent Networks,|Telecommunications|Enterprise Software|,Enterprise Software,USA,MA,Boston,Tewksbury,/organization/cisco,Cisco,|Software|Hardware|Networking|Web Hosting|,Software,USA,CA,SF Bay Area,San Jose,2009-12-18,2009-12,2009-Q4,2009.0,2900000000,USD
10866,/organization/steel-media-2,Steel Media,|Email|Advertising|Digital Media|,Digital Media,USA,NY,New York City,New York,/organization/social-reality,Social Reality,|Social Media Advertising|Social Media Marketing|Social Media|Facebook Applications|Digital Media|Sales and Marketing|Advertising|,Facebook Applications,USA,CA,Los Angeles,Los Angeles,2014-11-03,2014-11,2014-Q4,2014.0,25000000,USD
10882,/organization/sterling-commerce,Sterling Commerce,|Data Integration|Software|,Software,USA,OH,"Columbus, Ohio",Dublin,/organization/at-t,AT&T,|Mobile|,Mobile,USA,TX,Dallas,Dallas,2009-02-22,2009-02,2009-Q1,2009.0,3900000000,USD
10883,/organization/sterling-commerce,Sterling Commerce,|Data Integration|Software|,Software,USA,OH,"Columbus, Ohio",Dublin,/organization/ibm,IBM,|Software|,Software,USA,NY,New York City,Armonk,2010-05-24,2010-05,2010-Q2,2010.0,1400000000,USD
10885,/organization/sterling-financial-corporation,Sterling Financial Corporation,|Finance|,Finance,USA,WA,Spokane,Spokane,/organization/umpqua-holdings-corporation,Umpqua Holdings Corporation,|Finance|,Finance,USA,OR,"Portland, Oregon",Portland,2013-09-11,2013-09,2013-Q3,2013.0,2000000000,USD
10886,/organization/sternocandlelamp,SternoCandleLamp,|Food Processing|Lighting|Fuels|,Fuels,USA,CA,Ontario - Inland Empire,Corona,/organization/compass-diversified-holdings,Compass Diversified Holdings,|Financial Services|,Financial Services,USA,CT,Hartford,Westport,2014-10-13,2014-10,2014-Q4,2014.0,163000000,USD
10890,/organization/stiefel,Stiefel,|Biotechnology|,Biotechnology,USA,NC,Raleigh,Raleigh,/organization/glaxosmithkline,GlaxoSmithKline,|Health Care|Health and Wellness|Pharmaceuticals|Biotechnology|,Health Care,USA,NJ,Newark,Middlesex,2009-04-20,2009-04,2009-Q2,2009.0,3600000000,USD
10910,/organization/storwize,Storwize,|Storage|,Storage,USA,MA,Boston,Marlborough,/organization/ibm,IBM,|Software|,Software,USA,NY,New York City,Armonk,2010-06-14,2010-06,2010-Q2,2010.0,140000000,USD
10931,/organization/stream-global-services,Stream Global Services,|Software|,Software,USA,MN,Minneapolis,Eagan,/organization/convergys,Convergys,|Technology|Consulting|,Technology,USA,OH,Cincinnati,Cincinnati,2014-01-07,2014-01,2014-Q1,2014.0,820000000,USD
10941,/organization/streeteasy,StreetEasy,|Real Estate|,Real Estate,USA,NY,New York City,New York,/organization/zillow,Zillow,|Business Services|Marketplaces|Real Estate|,Business Services,USA,WA,Seattle,Seattle,2013-08-19,2013-08,2013-Q3,2013.0,50000000,USD
10947,/organization/stromedix,Stromedix,|Biotechnology|,Biotechnology,USA,MA,Boston,Cambridge,/organization/biogen-idec,Biogen Idec,|Health and Wellness|Biotechnology|,Health and Wellness,USA,MA,Boston,Weston,2014-02-01,2014-02,2014-Q1,2014.0,750000000,USD
10951,/organization/stubhub,StubHub,|Entertainment|Ticketing|E-Commerce|,Ticketing,USA,CA,SF Bay Area,San Francisco,/organization/ebay,eBay,|Internet|Business Services|All Markets|Search|Auctions|E-Commerce|,Business Services,USA,CA,SF Bay Area,San Jose,2007-01-10,2007-01,2007-Q1,2007.0,310000000,USD
10976,/organization/successfactors,SuccessFactors,|SaaS|Career Management|Enterprises|Enterprise Software|,Enterprises,USA,CA,SF Bay Area,South San Francisco,/organization/sap,SAP,|Enterprise Software|,Enterprise Software,USA,PA,Philadelphia,Newtown Square,2012-02-22,2012-02,2012-Q1,2012.0,3400000000,USD
10988,/organization/summit-entertainment,Summit Entertainment,|Games|,Games,USA,CA,Los Angeles,Santa Monica,/organization/faketown,Faketown,|Cars|Curated Web|,Curated Web,USA,CA,Los Angeles,Venice,2012-01-14,2012-01,2012-Q1,2012.0,412500000,USD
10991,/organization/summize,Summize,|Search|Reviews and Recommendations|Curated Web|,Reviews and Recommendations,USA,VA,"Washington, D.C.",Sterling,/organization/twitter,Twitter,|Software|SMS|MicroBlogging|Messaging|Social Media|,Software,USA,CA,SF Bay Area,San Francisco,2008-07-15,2008-07,2008-Q3,2008.0,15000000,USD
10996,/organization/sun-microsystems,Sun Microsystems,|Software|Hardware|Computers|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Santa Clara,/organization/oracle,Oracle Corporation,|Software|Hardware|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Redwood City,2009-04-20,2009-04,2009-Q2,2009.0,7400000000,USD
10998,/organization/sunamerica,SunAmerica,|Retirement|Finance|,Finance,USA,TX,TX - Other,Amarillo,/organization/american-international-group,American International Group,|Insurance|Venture Capital|Finance|,Insurance,USA,NY,New York City,New York,1998-08-01,1998-08,1998-Q3,1998.0,18000000000,USD
11003,/organization/sunedison,SunEdison,|Clean Technology|,Clean Technology,USA,MD,"Washington, D.C.",Beltsville,/organization/memc-electronic-materials,MEMC Electronic Materials,|Semiconductors|,Semiconductors,USA,MO,MO - Other,O Fallon,2009-10-01,2009-10,2009-Q4,2009.0,200000000,USD
11004,/organization/sunflower-broadband,Sunflower Broadband,|Games|,Games,USA,KS,Kansas City,Lawrence,/organization/knology,Knology,|Media|Communications Infrastructure|Video|Games|,Games,USA,GA,"Columbus, Georgia",West Point,2010-10-15,2010-10,2010-Q4,2010.0,165000000,USD
11020,/organization/superclick-networks,Superclick Networks,|Web Hosting|,Web Hosting,CAN,QC,Montreal,Montréal,/organization/at-t,AT&T,|Mobile|,Mobile,USA,TX,Dallas,Dallas,2011-09-26,2011-09,2011-Q3,2011.0,15000000,USD
11026,/organization/wearesupernova,Supernova,|Mobile|,Mobile,USA,CA,Los Angeles,Venice,/organization/fullscreen,Fullscreen,|Digital Media|News|,Digital Media,USA,CA,Los Angeles,Culver City,2014-01-15,2014-01,2014-Q1,2014.0,15000000,USD
11030,/organization/supertex,Supertex,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,Sunnyvale,/organization/microchip-technology,Microchip Technology,|Semiconductors|,Semiconductors,USA,AZ,Phoenix,Chandler,2014-02-10,2014-02,2014-Q1,2014.0,394000000,USD
11036,/organization/surepayroll,SurePayroll,|SaaS|Health and Insurance|Human Resources|Enterprise Software|,SaaS,USA,IL,Chicago,Glenview,/organization/paychex,Paychex,|Software|,Software,USA,NY,"Rochester, New York",Rochester,2010-12-10,2010-12,2010-Q4,2010.0,115000000,USD
11041,/organization/surgient,Surgient,|Software|,Software,USA,TX,Austin,Austin,/organization/quest-software,Quest Software,|Software|,Software,USA,CA,Anaheim,Aliso Viejo,2010-11-10,2010-11,2010-Q4,2010.0,35000000,USD
11045,/organization/sphere,Surphace,|Curated Web|,Curated Web,USA,NY,New York City,New York,/organization/aol,AOL,|Advertising Platforms|Content Creators|Digital Media|News|,Content Creators,USA,NY,New York City,New York,2008-04-01,2008-04,2008-Q2,2008.0,25000000,USD
11055,/organization/swapdrive,SwapDrive,|Curated Web|,Curated Web,USA,DC,"Washington, D.C.",Washington,/organization/symantec,Symantec,|Security|,Security,USA,CA,SF Bay Area,Mountain View,2008-06-01,2008-06,2008-Q2,2008.0,123000000,USD
11060,/organization/sweetspot,SweetSpot Diabetes Care,|Curated Web|,Curated Web,USA,OR,"Portland, Oregon",Portland,/organization/dexcom,Dexcom,|Health Care|Hardware + Software|,Health Care,USA,CA,San Diego,San Diego,2012-02-01,2012-02,2012-Q1,2012.0,8500000,USD
11066,/organization/switch-data,Switch and Data,|Internet|Web Hosting|,Internet,USA,FL,Tampa,Tampa,/organization/equinix,Equinix,|Web Hosting|,Web Hosting,USA,CA,SF Bay Area,Foster City,2009-10-21,2009-10,2009-Q4,2009.0,689000000,USD
11068,/organization/swk-technologies,SWK Technologies,|Consulting|,Consulting,USA,NJ,Newark,Livingston,/organization/silversun-technologies,SilverSun Technologies,|Software|,Software,USA,NJ,Newark,Livingston,2014-05-07,2014-05,2014-Q2,2014.0,350000,USD
11075,/organization/sybase,Sybase,|Software|,Software,USA,CA,SF Bay Area,Dublin,/organization/sap,SAP,|Enterprise Software|,Enterprise Software,USA,PA,Philadelphia,Newtown Square,2010-05-12,2010-05,2010-Q2,2010.0,5800000000,USD
11084,/organization/symmetricom,Symmetricom,|Public Relations|,Public Relations,USA,CA,SF Bay Area,San Jose,/organization/microsemi-corporation,Microsemi,|Semiconductors|,Semiconductors,USA,CA,Anaheim,Aliso Viejo,2013-10-21,2013-10,2013-Q4,2013.0,200000000,USD
11088,/organization/symphony-vida,Symphony Vida,|Biotechnology|,Biotechnology,USA,MD,"Washington, D.C.",Rockville,/organization/oxigene,Oxigene,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,South San Francisco,2009-07-03,2009-07,2009-Q3,2009.0,34200000,USD
11089,/organization/symwave,Symwave,|Semiconductors|,Semiconductors,USA,CA,"Orange County, California",Laguna Niguel,/organization/smsc,SMSC,|Semiconductors|,Semiconductors,USA,NY,Long Island,Hauppauge,2010-11-16,2010-11,2010-Q4,2010.0,8300000,USD
11091,/organization/synapsis-technology,Synapsis Technology,|Consulting|,Consulting,USA,PA,Philadelphia,Spring House,/organization/parametric-technology,Parametric Technology (PTC),|Manufacturing|CAD|Software|,Software,USA,MA,Boston,Needham,2008-11-23,2008-11,2008-Q4,2008.0,10000000,USD
11092,/organization/synapticmash,SynapticMash,|Software|,Software,USA,WA,Seattle,Seattle,/organization/promethean-2,Promethean,|Biotechnology|,Biotechnology,USA,CT,Hartford,East Hartford,2010-07-29,2010-07,2010-Q3,2010.0,10000000,USD
11125,/organization/systems-pathology-company,Systems Pathology Company,|Software|,Software,USA,WA,Seattle,Seattle,/organization/charles-river-laboratories-international,Charles River Laboratories International,|Biotechnology|,Biotechnology,USA,MA,Boston,Wilmington,2009-08-01,2009-08,2009-Q3,2009.0,24000000,USD
11130,/organization/tableau,Tableau,|Analytics|Digital Media|,Analytics,USA,WI,Milwaukee,Waukesha,/organization/guidance-software,Guidance Software,|Data Security|Ediscovery|Software|,Software,USA,CA,Los Angeles,Pasadena,2010-05-10,2010-05,2010-Q2,2010.0,12300000,USD
11132,/organization/tacoda,Tacoda,|Advertising|,Advertising,USA,NY,New York City,New York,/organization/aol,AOL,|Advertising Platforms|Content Creators|Digital Media|News|,Content Creators,USA,NY,New York City,New York,2007-07-24,2007-07,2007-Q3,2007.0,275000000,USD
11152,/organization/taleo,Taleo,|Video on Demand|Recruiting|Career Management|Software|,Software,USA,CA,SF Bay Area,Dublin,/organization/oracle,Oracle Corporation,|Software|Hardware|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Redwood City,2012-02-09,2012-02,2012-Q1,2012.0,1900000000,USD
11153,/organization/taligen-therapeutics,Taligen Therapeutics,|Health and Wellness|Pharmaceuticals|Biotechnology|,Biotechnology,USA,MA,Boston,Cambridge,/organization/alexion-pharmaceuticals,Alexion Pharmaceuticals,|Health and Wellness|Medical|Biotechnology|,Medical,USA,CT,Hartford,Cheshire,2011-01-31,2011-01,2011-Q1,2011.0,111000000,USD
11161,/organization/talon-therapeutics,TALON THERAPEUTICS,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,South San Francisco,/organization/spectrum-pharmaceuticals,Spectrum Pharmaceuticals,|Biotechnology|,Biotechnology,USA,NV,Las Vegas,Henderson,2013-07-17,2013-07,2013-Q3,2013.0,11300000,USD
11162,/organization/tamale-software,Tamale Software,|Software|,Software,USA,NY,New York City,New York,/organization/advent-software,Advent Software,|Software|,Software,USA,CA,SF Bay Area,San Francisco,2008-09-01,2008-09,2008-Q3,2008.0,70000000,USD
11163,/organization/tamarac,Tamarac,|Software|,Software,USA,WA,Seattle,Seattle,/organization/envestnet,Envestnet,|Business Services|,Business Services,USA,IL,Chicago,Chicago,2012-02-16,2012-02,2012-Q1,2012.0,54000000,USD
11167,/organization/tandberg,Tandberg,|Public Relations|,Public Relations,USA,NY,New York City,New York,/organization/cisco,Cisco,|Software|Hardware|Networking|Web Hosting|,Software,USA,CA,SF Bay Area,San Jose,2009-10-01,2009-10,2009-Q4,2009.0,3400000000,USD
11177,/organization/tapcommerce,TapCommerce,|Mobile|,Mobile,USA,NY,New York City,New York,/organization/twitter,Twitter,|Software|SMS|MicroBlogging|Messaging|Social Media|,Software,USA,CA,SF Bay Area,San Francisco,2014-06-30,2014-06,2014-Q2,2014.0,100000000,USD
11181,/organization/tapit-2,TapIt,|Mobile|Brand Marketing|Mobile Advertising|,Mobile Advertising,USA,CA,Anaheim,Newport Beach,/organization/phunware,Phunware,|Consumer Electronics|Apps|Android|iPhone|Mobile|,Mobile,USA,CA,"Orange County, California",Tustin,2013-01-02,2013-01,2013-Q1,2013.0,23000000,USD
11186,/organization/tappin,TappIn,|Meeting Software|Photo Sharing|Enterprise Software|,Meeting Software,USA,TX,San Antonio,San Antonio,/organization/globalscape,GlobalSCAPE,|File Sharing|Software|,File Sharing,USA,TX,San Antonio,San Antonio,2011-12-05,2011-12,2011-Q4,2011.0,17000000,USD
11196,/organization/targusinfo,TARGUSinfo,|Consulting|,Consulting,USA,VA,"Washington, D.C.",Mclean,/organization/neustar,Neustar,|Telecommunications|Analytics|Information Technology|,Analytics,USA,VA,"Washington, D.C.",Sterling,2011-10-11,2011-10,2011-Q4,2011.0,650000000,USD
